Site;Parameter;Date (LT);Year;Month;Day;Hour;AQI;AQI Category;24-hr. Midpoint Avg. Conc.;Raw Conc.;Conc. Unit;Duration;QC Name
Ho Chi Minh City;PM2.5 - Principal;2016-07-14 09:00 PM;2016;7;14;21;72;2;21.9;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-14 10:00 PM;2016;7;14;22;72;2;22.1;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-14 11:00 PM;2016;7;14;23;72;2;22.2;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 12:00 AM;2016;7;15;0;72;2;22.2;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 01:00 AM;2016;7;15;1;73;2;22.7;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 02:00 AM;2016;7;15;2;74;2;22.8;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 03:00 AM;2016;7;15;3;74;2;23.1;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 04:00 AM;2016;7;15;4;74;2;23.1;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 05:00 AM;2016;7;15;5;74;2;23.1;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 06:00 AM;2016;7;15;6;74;2;23;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 07:00 AM;2016;7;15;7;74;2;22.8;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 08:00 AM;2016;7;15;8;74;2;22.8;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 09:00 AM;2016;7;15;9;75;2;23.6;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 10:00 AM;2016;7;15;10;75;2;23.5;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 11:00 AM;2016;7;15;11;75;2;23.6;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 12:00 PM;2016;7;15;12;75;2;23.6;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 01:00 PM;2016;7;15;13;76;2;23.9;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 02:00 PM;2016;7;15;14;77;2;24.4;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 03:00 PM;2016;7;15;15;79;2;25.2;985;UG/M3;1 Hr;Invalid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 04:00 PM;2016;7;15;16;79;2;25.4;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 05:00 PM;2016;7;15;17;80;2;25.9;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 06:00 PM;2016;7;15;18;80;2;26.1;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 07:00 PM;2016;7;15;19;80;2;25.9;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 08:00 PM;2016;7;15;20;79;2;25.6;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 09:00 PM;2016;7;15;21;80;2;25.7;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 10:00 PM;2016;7;15;22;81;2;26.5;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-15 11:00 PM;2016;7;15;23;83;2;27.4;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 12:00 AM;2016;7;16;0;84;2;27.9;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 01:00 AM;2016;7;16;1;84;2;27.8;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 02:00 AM;2016;7;16;2;84;2;27.9;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 03:00 AM;2016;7;16;3;83;2;27.5;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 04:00 AM;2016;7;16;4;83;2;27.5;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 05:00 AM;2016;7;16;5;84;2;27.6;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 06:00 AM;2016;7;16;6;84;2;27.7;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 07:00 AM;2016;7;16;7;84;2;27.7;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 08:00 AM;2016;7;16;8;84;2;27.6;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 09:00 AM;2016;7;16;9;83;2;27.4;46;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 10:00 AM;2016;7;16;10;84;2;28;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 11:00 AM;2016;7;16;11;85;2;28.3;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 12:00 PM;2016;7;16;12;85;2;28.3;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 01:00 PM;2016;7;16;13;85;2;28.3;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 02:00 PM;2016;7;16;14;86;2;28.6;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 03:00 PM;2016;7;16;15;85;2;28.4;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 04:00 PM;2016;7;16;16;87;2;29.4;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 05:00 PM;2016;7;16;17;90;2;30.8;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 06:00 PM;2016;7;16;18;92;2;31.7;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 07:00 PM;2016;7;16;19;94;2;32.5;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 08:00 PM;2016;7;16;20;95;2;33;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 09:00 PM;2016;7;16;21;95;2;32.9;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 10:00 PM;2016;7;16;22;93;2;32.2;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-16 11:00 PM;2016;7;16;23;93;2;32;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 12:00 AM;2016;7;17;0;93;2;32.2;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 01:00 AM;2016;7;17;1;94;2;32.6;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 02:00 AM;2016;7;17;2;93;2;32.2;985;UG/M3;1 Hr;Invalid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 03:00 AM;2016;7;17;3;92;2;31.8;46;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 04:00 AM;2016;7;17;4;92;2;31.6;61;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 05:00 AM;2016;7;17;5;92;2;31.4;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 06:00 AM;2016;7;17;6;92;2;31.6;43;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 07:00 AM;2016;7;17;7;92;2;31.4;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 08:00 AM;2016;7;17;8;91;2;31.3;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 09:00 AM;2016;7;17;9;91;2;31;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 10:00 AM;2016;7;17;10;91;2;31;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 11:00 AM;2016;7;17;11;90;2;30.5;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 12:00 PM;2016;7;17;12;89;2;30.4;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 01:00 PM;2016;7;17;13;91;2;31;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 02:00 PM;2016;7;17;14;89;2;30.4;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 03:00 PM;2016;7;17;15;89;2;30.3;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 04:00 PM;2016;7;17;16;88;2;29.6;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 05:00 PM;2016;7;17;17;86;2;28.9;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 06:00 PM;2016;7;17;18;86;2;28.8;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 07:00 PM;2016;7;17;19;86;2;28.7;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 08:00 PM;2016;7;17;20;85;2;28.4;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 09:00 PM;2016;7;17;21;87;2;29;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 10:00 PM;2016;7;17;22;86;2;28.6;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-17 11:00 PM;2016;7;17;23;84;2;27.9;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 12:00 AM;2016;7;18;0;82;2;26.8;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 01:00 AM;2016;7;18;1;80;2;25.8;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 02:00 AM;2016;7;18;2;79;2;25.6;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 03:00 AM;2016;7;18;3;79;2;25.6;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 04:00 AM;2016;7;18;4;79;2;25.3;44;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 05:00 AM;2016;7;18;5;78;2;25.1;44;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 06:00 AM;2016;7;18;6;77;2;24.6;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 07:00 AM;2016;7;18;7;78;2;24.8;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 08:00 AM;2016;7;18;8;77;2;24.6;49;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 09:00 AM;2016;7;18;9;77;2;24.5;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 10:00 AM;2016;7;18;10;76;2;23.9;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 11:00 AM;2016;7;18;11;76;2;23.9;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 12:00 PM;2016;7;18;12;75;2;23.7;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 01:00 PM;2016;7;18;13;74;2;23.2;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 02:00 PM;2016;7;18;14;75;2;23.6;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 03:00 PM;2016;7;18;15;76;2;23.8;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 04:00 PM;2016;7;18;16;75;2;23.5;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 05:00 PM;2016;7;18;17;73;2;22.6;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 06:00 PM;2016;7;18;18;72;2;21.9;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 07:00 PM;2016;7;18;19;72;2;22.1;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 08:00 PM;2016;7;18;20;71;2;21.8;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 09:00 PM;2016;7;18;21;70;2;21;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 10:00 PM;2016;7;18;22;70;2;21.1;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-18 11:00 PM;2016;7;18;23;70;2;21.3;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 12:00 AM;2016;7;19;0;71;2;21.5;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 01:00 AM;2016;7;19;1;71;2;21.4;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 02:00 AM;2016;7;19;2;71;2;21.5;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 03:00 AM;2016;7;19;3;72;2;22;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 04:00 AM;2016;7;19;4;72;2;22.2;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 05:00 AM;2016;7;19;5;72;2;22.2;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 06:00 AM;2016;7;19;6;73;2;22.4;43;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 07:00 AM;2016;7;19;7;72;2;22.3;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 08:00 AM;2016;7;19;8;74;2;22.9;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 09:00 AM;2016;7;19;9;75;2;23.5;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 10:00 AM;2016;7;19;10;76;2;24;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 11:00 AM;2016;7;19;11;76;2;24.2;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 12:00 PM;2016;7;19;12;77;2;24.6;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 01:00 PM;2016;7;19;13;77;2;24.4;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 02:00 PM;2016;7;19;14;77;2;24.7;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 03:00 PM;2016;7;19;15;79;2;25.4;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 04:00 PM;2016;7;19;16;81;2;26.2;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 05:00 PM;2016;7;19;17;83;2;27.3;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 06:00 PM;2016;7;19;18;85;2;28.5;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 07:00 PM;2016;7;19;19;87;2;29.1;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 08:00 PM;2016;7;19;20;90;2;30.7;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 09:00 PM;2016;7;19;21;94;2;32.5;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 10:00 PM;2016;7;19;22;94;2;32.5;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-19 11:00 PM;2016;7;19;23;94;2;32.4;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 12:00 AM;2016;7;20;0;94;2;32.5;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 01:00 AM;2016;7;20;1;94;2;32.6;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 02:00 AM;2016;7;20;2;96;2;33.3;49;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 03:00 AM;2016;7;20;3;96;2;33.6;41;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 04:00 AM;2016;7;20;4;97;2;34.2;48;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 05:00 AM;2016;7;20;5;97;2;34.2;55;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 06:00 AM;2016;7;20;6;97;2;34.2;59;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 07:00 AM;2016;7;20;7;99;2;34.7;69;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 08:00 AM;2016;7;20;8;99;2;34.7;73;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 09:00 AM;2016;7;20;9;97;2;34;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 10:00 AM;2016;7;20;10;97;2;34;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 11:00 AM;2016;7;20;11;97;2;34;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 12:00 PM;2016;7;20;12;97;2;34.1;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 01:00 PM;2016;7;20;13;97;2;34.1;-999;UG/M3;1 Hr;Missing
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 02:00 PM;2016;7;20;14;96;2;33.6;-999;UG/M3;1 Hr;Missing
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 03:00 PM;2016;7;20;15;94;2;32.7;-999;UG/M3;1 Hr;Missing
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 04:00 PM;2016;7;20;16;93;2;32.2;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 05:00 PM;2016;7;20;17;91;2;31.1;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 06:00 PM;2016;7;20;18;89;2;30.1;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 07:00 PM;2016;7;20;19;87;2;29.2;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 08:00 PM;2016;7;20;20;85;2;28.1;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 09:00 PM;2016;7;20;21;82;2;26.7;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 10:00 PM;2016;7;20;22;82;2;26.9;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-20 11:00 PM;2016;7;20;23;82;2;26.8;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 12:00 AM;2016;7;21;0;83;2;27.1;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 01:00 AM;2016;7;21;1;83;2;27.3;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 02:00 AM;2016;7;21;2;82;2;26.8;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 03:00 AM;2016;7;21;3;81;2;26.4;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 04:00 AM;2016;7;21;4;80;2;25.9;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 05:00 AM;2016;7;21;5;81;2;26.5;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 06:00 AM;2016;7;21;6;82;2;26.8;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 07:00 AM;2016;7;21;7;81;2;26.3;46;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 08:00 AM;2016;7;21;8;81;2;26.2;43;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 09:00 AM;2016;7;21;9;81;2;26.6;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 10:00 AM;2016;7;21;10;82;2;26.8;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 11:00 AM;2016;7;21;11;83;2;27.4;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 12:00 PM;2016;7;21;12;85;2;28.5;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 01:00 PM;2016;7;21;13;89;2;30.3;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 02:00 PM;2016;7;21;14;92;2;31.6;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 03:00 PM;2016;7;21;15;93;2;31.9;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 04:00 PM;2016;7;21;16;94;2;32.5;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 05:00 PM;2016;7;21;17;97;2;33.8;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 06:00 PM;2016;7;21;18;100;2;35.2;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 07:00 PM;2016;7;21;19;102;3;35.8;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 08:00 PM;2016;7;21;20;103;3;36.5;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 09:00 PM;2016;7;21;21;104;3;36.6;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 10:00 PM;2016;7;21;22;105;3;37;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-21 11:00 PM;2016;7;21;23;106;3;37.4;52;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 12:00 AM;2016;7;22;0;105;3;37.3;66;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 01:00 AM;2016;7;22;1;105;3;37.2;55;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 02:00 AM;2016;7;22;2;106;3;37.5;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 03:00 AM;2016;7;22;3;106;3;37.4;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 04:00 AM;2016;7;22;4;105;3;37.3;56;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 05:00 AM;2016;7;22;5;104;3;36.6;68;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 06:00 AM;2016;7;22;6;102;3;36.1;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 07:00 AM;2016;7;22;7;102;3;36;61;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 08:00 AM;2016;7;22;8;102;3;35.8;46;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 09:00 AM;2016;7;22;9;100;2;35.3;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 10:00 AM;2016;7;22;10;99;2;34.9;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 11:00 AM;2016;7;22;11;97;2;34;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 12:00 PM;2016;7;22;12;94;2;32.7;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 01:00 PM;2016;7;22;13;90;2;30.7;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 02:00 PM;2016;7;22;14;87;2;29;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 03:00 PM;2016;7;22;15;85;2;28.2;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 04:00 PM;2016;7;22;16;87;2;29;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 05:00 PM;2016;7;22;17;89;2;30.2;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 06:00 PM;2016;7;22;18;91;2;30.9;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 07:00 PM;2016;7;22;19;93;2;32.3;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 08:00 PM;2016;7;22;20;97;2;34.1;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 09:00 PM;2016;7;22;21;101;3;35.5;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 10:00 PM;2016;7;22;22;103;3;36.5;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-22 11:00 PM;2016;7;22;23;107;3;37.9;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-07-23 12:00 AM;2016;7;23;0;111;3;39.7;17;UG/M3;1 Hr;Valid
