Site;Parameter;Date (LT);Year;Month;Day;Hour;AQI;AQI Category;24-hr. Midpoint Avg. Conc.;Raw Conc.;Conc. Unit;Duration;QC Name
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 02:00 PM;2016;2;11;14;91;2;30.9;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 03:00 PM;2016;2;11;15;96;2;33.4;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 04:00 PM;2016;2;11;16;102;3;36.1;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 05:00 PM;2016;2;11;17;91;2;31.2;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 06:00 PM;2016;2;11;18;74;2;23.2;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 07:00 PM;2016;2;11;19;65;2;18.6;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 08:00 PM;2016;2;11;20;64;2;18.4;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 09:00 PM;2016;2;11;21;64;2;18.2;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 10:00 PM;2016;2;11;22;63;2;17.9;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-11 11:00 PM;2016;2;11;23;63;2;17.9;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 12:00 AM;2016;2;12;0;63;2;17.7;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 01:00 AM;2016;2;12;1;62;2;17.5;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 02:00 AM;2016;2;12;2;62;2;17.1;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 03:00 AM;2016;2;12;3;59;2;16.1;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 04:00 AM;2016;2;12;4;58;2;15.2;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 05:00 AM;2016;2;12;5;55;2;14;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 06:00 AM;2016;2;12;6;54;2;13.6;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 07:00 AM;2016;2;12;7;54;2;13.3;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 08:00 AM;2016;2;12;8;54;2;13.3;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 09:00 AM;2016;2;12;9;54;2;13.5;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 10:00 AM;2016;2;12;10;54;2;13.7;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 11:00 AM;2016;2;12;11;55;2;13.8;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 12:00 PM;2016;2;12;12;55;2;13.9;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 01:00 PM;2016;2;12;13;54;2;13.7;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 02:00 PM;2016;2;12;14;55;2;13.8;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 03:00 PM;2016;2;12;15;54;2;13.7;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 04:00 PM;2016;2;12;16;55;2;13.9;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 05:00 PM;2016;2;12;17;55;2;14.1;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 06:00 PM;2016;2;12;18;55;2;14;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 07:00 PM;2016;2;12;19;55;2;13.9;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 08:00 PM;2016;2;12;20;55;2;14.1;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 09:00 PM;2016;2;12;21;57;2;14.9;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 10:00 PM;2016;2;12;22;57;2;15.1;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-12 11:00 PM;2016;2;12;23;57;2;15;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 12:00 AM;2016;2;13;0;57;2;14.9;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 01:00 AM;2016;2;13;1;57;2;15;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 02:00 AM;2016;2;13;2;57;2;15;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 03:00 AM;2016;2;13;3;58;2;15.2;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 04:00 AM;2016;2;13;4;57;2;15.1;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 05:00 AM;2016;2;13;5;57;2;15.1;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 06:00 AM;2016;2;13;6;57;2;15;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 07:00 AM;2016;2;13;7;57;2;15;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 08:00 AM;2016;2;13;8;56;2;14.7;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 09:00 AM;2016;2;13;9;56;2;14.4;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 10:00 AM;2016;2;13;10;55;2;14.2;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 11:00 AM;2016;2;13;11;55;2;14.2;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 12:00 PM;2016;2;13;12;56;2;14.3;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 01:00 PM;2016;2;13;13;56;2;14.6;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 02:00 PM;2016;2;13;14;56;2;14.5;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 03:00 PM;2016;2;13;15;56;2;14.3;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 04:00 PM;2016;2;13;16;55;2;14.1;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 05:00 PM;2016;2;13;17;55;2;14.2;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 06:00 PM;2016;2;13;18;55;2;14.2;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 07:00 PM;2016;2;13;19;55;2;14.2;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 08:00 PM;2016;2;13;20;55;2;14.1;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 09:00 PM;2016;2;13;21;54;2;13.5;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 10:00 PM;2016;2;13;22;54;2;13.4;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-13 11:00 PM;2016;2;13;23;54;2;13.5;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 12:00 AM;2016;2;14;0;54;2;13.7;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 01:00 AM;2016;2;14;1;54;2;13.5;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 02:00 AM;2016;2;14;2;54;2;13.5;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 03:00 AM;2016;2;14;3;53;2;13.2;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 04:00 AM;2016;2;14;4;53;2;13.2;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 05:00 AM;2016;2;14;5;53;2;13.1;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 06:00 AM;2016;2;14;6;53;2;13.2;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 07:00 AM;2016;2;14;7;54;2;13.5;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 08:00 AM;2016;2;14;8;54;2;13.6;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 09:00 AM;2016;2;14;9;54;2;13.7;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 10:00 AM;2016;2;14;10;55;2;13.8;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 11:00 AM;2016;2;14;11;55;2;14;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 12:00 PM;2016;2;14;12;55;2;14;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 01:00 PM;2016;2;14;13;55;2;14.1;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 02:00 PM;2016;2;14;14;56;2;14.3;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 03:00 PM;2016;2;14;15;56;2;14.5;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 04:00 PM;2016;2;14;16;56;2;14.6;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 05:00 PM;2016;2;14;17;56;2;14.4;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 06:00 PM;2016;2;14;18;56;2;14.4;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 07:00 PM;2016;2;14;19;56;2;14.6;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 08:00 PM;2016;2;14;20;56;2;14.6;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 09:00 PM;2016;2;14;21;56;2;14.6;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 10:00 PM;2016;2;14;22;56;2;14.7;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-14 11:00 PM;2016;2;14;23;56;2;14.5;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 12:00 AM;2016;2;15;0;56;2;14.7;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 01:00 AM;2016;2;15;1;57;2;14.9;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 02:00 AM;2016;2;15;2;57;2;14.8;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 03:00 AM;2016;2;15;3;57;2;15;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 04:00 AM;2016;2;15;4;58;2;15.5;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 05:00 AM;2016;2;15;5;58;2;15.5;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 06:00 AM;2016;2;15;6;59;2;15.8;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 07:00 AM;2016;2;15;7;59;2;15.8;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 08:00 AM;2016;2;15;8;59;2;15.9;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 09:00 AM;2016;2;15;9;59;2;16.1;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 10:00 AM;2016;2;15;10;59;2;16.1;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 11:00 AM;2016;2;15;11;59;2;16;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 12:00 PM;2016;2;15;12;60;2;16.2;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 01:00 PM;2016;2;15;13;60;2;16.5;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 02:00 PM;2016;2;15;14;60;2;16.6;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 03:00 PM;2016;2;15;15;61;2;16.9;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 04:00 PM;2016;2;15;16;62;2;17.5;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 05:00 PM;2016;2;15;17;63;2;17.9;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 06:00 PM;2016;2;15;18;65;2;18.6;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 07:00 PM;2016;2;15;19;66;2;19;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 08:00 PM;2016;2;15;20;67;2;19.9;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 09:00 PM;2016;2;15;21;68;2;20.2;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 10:00 PM;2016;2;15;22;70;2;21;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-15 11:00 PM;2016;2;15;23;72;2;22;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 12:00 AM;2016;2;16;0;73;2;22.7;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 01:00 AM;2016;2;16;1;76;2;23.8;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 02:00 AM;2016;2;16;2;79;2;25.5;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 03:00 AM;2016;2;16;3;82;2;26.8;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 04:00 AM;2016;2;16;4;85;2;28.2;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 05:00 AM;2016;2;16;5;87;2;29;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 06:00 AM;2016;2;16;6;87;2;29.3;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 07:00 AM;2016;2;16;7;89;2;30;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 08:00 AM;2016;2;16;8;90;2;30.6;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 09:00 AM;2016;2;16;9;91;2;31.1;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 10:00 AM;2016;2;16;10;92;2;31.5;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 11:00 AM;2016;2;16;11;93;2;32.2;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 12:00 PM;2016;2;16;12;94;2;32.6;42;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 01:00 PM;2016;2;16;13;95;2;32.9;51;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 02:00 PM;2016;2;16;14;95;2;33.1;44;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 03:00 PM;2016;2;16;15;96;2;33.5;58;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 04:00 PM;2016;2;16;16;96;2;33.7;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 05:00 PM;2016;2;16;17;97;2;34;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 06:00 PM;2016;2;16;18;98;2;34.3;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 07:00 PM;2016;2;16;19;99;2;34.7;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 08:00 PM;2016;2;16;20;101;3;35.5;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 09:00 PM;2016;2;16;21;104;3;36.7;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 10:00 PM;2016;2;16;22;106;3;37.7;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-16 11:00 PM;2016;2;16;23;106;3;37.6;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 12:00 AM;2016;2;17;0;106;3;37.7;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 01:00 AM;2016;2;17;1;107;3;37.9;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 02:00 AM;2016;2;17;2;106;3;37.6;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 03:00 AM;2016;2;17;3;106;3;37.4;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 04:00 AM;2016;2;17;4;102;3;36;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 05:00 AM;2016;2;17;5;102;3;36;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 06:00 AM;2016;2;17;6;102;3;36;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 07:00 AM;2016;2;17;7;102;3;35.9;55;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 08:00 AM;2016;2;17;8;101;3;35.5;58;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 09:00 AM;2016;2;17;9;101;3;35.5;60;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 10:00 AM;2016;2;17;10;100;2;35.3;-999;UG/M3;1 Hr;Missing
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 11:00 AM;2016;2;17;11;99;2;35.1;985;UG/M3;1 Hr;Invalid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 12:00 PM;2016;2;17;12;99;2;35.1;46;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 01:00 PM;2016;2;17;13;99;2;35.1;45;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 02:00 PM;2016;2;17;14;100;2;35.4;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 03:00 PM;2016;2;17;15;101;3;35.6;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 04:00 PM;2016;2;17;16;102;3;35.9;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 05:00 PM;2016;2;17;17;102;3;36;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 06:00 PM;2016;2;17;18;105;3;37.2;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 07:00 PM;2016;2;17;19;107;3;38;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 08:00 PM;2016;2;17;20;106;3;37.4;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 09:00 PM;2016;2;17;21;103;3;36.4;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 10:00 PM;2016;2;17;22;99;2;35.1;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-17 11:00 PM;2016;2;17;23;100;2;35.4;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 12:00 AM;2016;2;18;0;102;3;36;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 01:00 AM;2016;2;18;1;103;3;36.3;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 02:00 AM;2016;2;18;2;102;3;36.1;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 03:00 AM;2016;2;18;3;103;3;36.3;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 04:00 AM;2016;2;18;4;104;3;36.7;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 05:00 AM;2016;2;18;5;103;3;36.5;62;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 06:00 AM;2016;2;18;6;103;3;36.5;56;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 07:00 AM;2016;2;18;7;104;3;36.6;41;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 08:00 AM;2016;2;18;8;104;3;36.7;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 09:00 AM;2016;2;18;9;104;3;36.8;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 10:00 AM;2016;2;18;10;105;3;37;42;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 11:00 AM;2016;2;18;11;105;3;37.3;50;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 12:00 PM;2016;2;18;12;105;3;37.3;52;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 01:00 PM;2016;2;18;13;105;3;37.2;40;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 02:00 PM;2016;2;18;14;105;3;37.3;43;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 03:00 PM;2016;2;18;15;107;3;38.1;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 04:00 PM;2016;2;18;16;108;3;38.2;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 05:00 PM;2016;2;18;17;110;3;39;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 06:00 PM;2016;2;18;18;107;3;38;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 07:00 PM;2016;2;18;19;105;3;37.2;29;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 08:00 PM;2016;2;18;20;106;3;37.5;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 09:00 PM;2016;2;18;21;108;3;38.3;33;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 10:00 PM;2016;2;18;22;110;3;39.2;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-18 11:00 PM;2016;2;18;23;111;3;39.5;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 12:00 AM;2016;2;19;0;110;3;39.3;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 01:00 AM;2016;2;19;1;109;3;38.7;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 02:00 AM;2016;2;19;2;110;3;39;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 03:00 AM;2016;2;19;3;110;3;39.2;38;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 04:00 AM;2016;2;19;4;112;3;39.8;50;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 05:00 AM;2016;2;19;5;114;3;40.8;39;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 06:00 AM;2016;2;19;6;115;3;41;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 07:00 AM;2016;2;19;7;114;3;40.8;50;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 08:00 AM;2016;2;19;8;114;3;40.7;53;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 09:00 AM;2016;2;19;9;114;3;40.6;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 10:00 AM;2016;2;19;10;113;3;40.3;49;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 11:00 AM;2016;2;19;11;112;3;40;46;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 12:00 PM;2016;2;19;12;111;3;39.7;37;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 01:00 PM;2016;2;19;13;111;3;39.6;48;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 02:00 PM;2016;2;19;14;110;3;39.2;47;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 03:00 PM;2016;2;19;15;110;3;39.2;54;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 04:00 PM;2016;2;19;16;110;3;39.2;50;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-02-19 05:00 PM;2016;2;19;17;109;3;38.7;32;UG/M3;1 Hr;Valid
